nome;plesso;ordine;indirizzo;comune;email;tel;lat;lon
SOCRATE - Liceo Classico;SOCRATE (SUCCURSALE);Secondaria II Grado;Via Papa Giovanni XXIII N.55 - 70124  BARI;Bari;bapc150004@istruzione.it;080 0994662;41.0459528;16.8820876
C.P.I.A.;MELO DA BARI;Secondaria I Grado;VIA MAGGIORE TURITTO 13;Bari;bamm29700r@istruzione.it;808644003;40.8898408;16.7699593
C.P.I.A.;SAN NICOLA;Secondaria I Grado;LARGO URBANO II;Bari;bamm29700r@istruzione.it;809184970;41.1305518;16.870216
C.P.I.A.;VERGA;Secondaria I Grado;VIA P. CARABELLESE, 34;Bari;bamm29700r@istruzione.it;808653840;;
C.P.I.A.;CASA CIRCONDARIALE;Secondaria I Grado;CORSO DE GASPERI 307;Bari;bamm29700r@istruzione.it;805024155;41.0932966;16.8703686
C.P.I.A.;MASSARI;Secondaria I Grado;VIA DANIELE PETRERA 80;Bari;bamm29700r@istruzione.it;805617219;41.1098285;16.8629471
C.P.I.A.;LOMBARDI;Secondaria I Grado;VIA LOMBARDIA;Bari;bamm29700r@istruzione.it;805371009;41.1199499;16.7881219
CIRILLO CONV.NAZ. 30° Circolo;CIRILLO;Secondaria II Grado;VIA D. CIRILLO, 33;Bari;bavc010004@istruzione.it;805421855;;
FERMI - Liceo Scientifico;FERMI;Secondaria II Grado;Via R. Bovio 19/A;Bari;baps05000a@istruzione.it;805484304;;
FLACCO Q. O. - Liceo Classico;LICEO CLASSICO QUINTO ORAZIO FLACCO;Secondaria II Grado;VIA PIZZOLI 58;Bari;bapc13000v@istruzione.it;805211809;41.0483501;16.919962
I.I.S.S. MARCO POLO;MARCO POLO;Secondaria II Grado;VIALE GIUSEPPE BARTOLO 4/6;Bari;bais05900b@istruzione.it;805043936;41.0951207;16.8582491
IISS D. ROMANAZZI;ROMANAZZI;Secondaria II Grado;VIA CELSO ULPIANI, 6/A;Bari;bais062007@istruzione.it;805425611;41.1109495;16.8795216
IST. TECNICO ECONOMICO;IST. TECNICO ECONOMICO;Secondaria II Grado;VIA CALDAROLA CENTRO STUDI POLIVALENTE BARI;Bari;batd13000t@istruzione.it;805548738;;
LICEO DELLE SCIENZE UMANE- LES - LICEO LINGUISTICO;LICEO DELLE SCIENZE UMANE;Secondaria II Grado;Corso Mazzini, 114;Bari;bapm010001@istruzione.it;080/5277535;41.1249577;16.8559462
MARCONI-Ist.Tecnico Ind.le;MARCONI;Secondaria II Grado;piazza Poerio, 2;Bari;bais063003@istruzione.it;805534450;41.1173595;16.8882616
SALVEMINI - Liceo Scientifico;SALVEMINI;Secondaria II Grado;VIA PREZZOLINI;Bari;baps060001@istruzione.it;805548739;41.102294;16.9085288
LICEO SCIENTIFICO STATALE ;ARCANGELO SCACCHI;Secondaria II Grado; 241 CORSO CAVOUR, 241;Bari;baps01000x@istruzione.it;805242237;41.1190669;16.8725811
LENOCI;LENOCI;Secondaria II Grado;VIA CALDAROLA CENTRO STUDI POLIVALENTE BARI;Bari;batd13000t@istruzione.it;805548738;;
A N 8;AN8;Asilo;Via Pantaleo Carabellese,6;Bari;asilo.nido.an8@comune.bari.it;0805778200-01;41.1072217;16.9069432
LE ALI DI MICHELA;asilo nido comunale le ali di michela;Asilo;piazzetta eleonora;Bari;lealidimichela@comune.bari.it;805778230;41.1480465;16.7391791
 Nido d'infanzia Speranza;Speranza;Asilo;Parallela di via Peucetia, 4;Bari;asilo.nido.speranza@comune.bari.it;805778221;;
VILLARI;asilo nido villari;Asilo;via vilalri 15;Bari;asilo.nido.villari@comune.bari.it;805772466;;
LA TANA DEL GHIRO;ASILO NIDO LA TANA del GHIRO;Asilo;via laetitia abbaticola 2;Bari;asilo.nido.latanadelghiro@comune.bari.it;805778180;;
LIBERTA';ASILO NIDO LIBERTA';Asilo;via Garruba n. 160;Bari;asilo.nido.liberta@comune.bari.it;080-5772905;41.1203436;16.8645729
COSTA;ASILO NIDO Costa;Asilo;via Nicola Costa 2 - 4;Bari;asilo.nido.costa@comune.bari.it;080 - 5343318;41.135402;16.8187689
STANIC;asilo nido stanic;Asilo;via cassala 5;Bari;asilo.nido.stanic@comune.bari.it;805778240;41.1182056;16.8382331
MONTESSORI;ASILO NIDO Montessori;Asilo;Via V. Veneto n. 189;Bari;asilo.nido.montessori@comune.bari.it;080/5772460 - 2461;41.0625063;16.8663263
PRINCIPESSA IOLANDA (Direzione);PRINCIPESSA IOLANDA (Direzione);Infanzia;Via Carducci 23;Bari;scuola.infanzia.principessajolanda@comune.bari.it;805778150;41.1273101;16.8640158
FERRANINI;FERRANINI ;Infanzia;VIA LUIGI FERRANNINI, PAL. C s.n.c. - BARI;Bari;scuola.infanzia.ferranini@comune.bari.it;0805778110-8111;;
SPERANZA;SPERANZA;Infanzia;Strada Parallela di Via Peucetia n.4;Bari;scuola.infanzia.speranza@comune.bari.it;0805778210-8211;;
IL GLICINE BIANCO;IL GLICINE BIANCO;Infanzia;VIALE LUIGI EINAUDI, 17 - BARI;Bari;scuola.infanzia.glicinebianco@comune.bari.it;0805778190-8191;41.0536157;17.0819531
V.VENETO;V.VENETO;Infanzia;C.so Benedetto Croce 130/C;Bari;scuola.infanzia.vittorioveneto@comune.bari.it;805772475;41.1112181;16.8721074
MANZARI BUONVINO (Direzione);MANZARI BUONVINO (Direzione);Infanzia;Via Alessandro Manzoni, 228;Bari;scuola.infanzia.manzaribuonvino@comune.bari.it;0805778142-43;41.1216024;16.8611883
SAVERIO LIOCE;S. LIOCE;Infanzia;trav. al n18/G di via Giovanni Modugno, 1;Bari;scuola.infanzia.saveriolioce@comune.bari.it;805778120;;
SAN MICHELE;S.MICHELE;Infanzia;Via Colella, 1;Bari;scuola.infanzia.sanmichele@comune.bari.it;805020982;41.1084844;16.909257
LORIS MALAGUZZI;LORIS MALAGUZZI (Ceglie);Infanzia;Via Lamie;Bari;scuola.infanzia.lorismalaguzzi@comune.bari.it;0805778130-31;41.0713388;16.8692146
LOSETO;LOSETO;Infanzia;Via Valenzano,3;Bari;scuola.infanzia.loseto@comune.bari.it;805001008;41.0412077;16.849642
ALBEROTANZA (Primi passi Alberotanza);Asilo Nido Primi Passi 'Pietro Alberotanza';Asilo;TRAV.2^ VIA UMBRIA 5;Bari;segreteria@istitutoalberotanza.it;080-5371048;;
ALBEROTANZA (Primi passi Alberotanza);Sezione Primavera Pietro Aberotanza;Asilo;TRAV.2^ VIA UMBRIA 5;Bari;segreteria@istitutoalberotanza.it;080-5371048;;
GIROTONDO CLUB;Asilo Nido;Asilo;VIA EROI DI DOGALI 2/B;Bari;girotondo.coop@libero.it;809186531;41.1280353;16.8466131
IL GIRASOLE;Asilo Nido;Asilo;CORSO ALCIDE DE GASPERI 294;Bari;scuolailgirasole@yahoo.it;080/5491433;41.0928916;16.8690249
MIROPIO';SCUOLA DELL'INFANZIA;Infanzia;Via Del Quadrifoglio 14;Bari;soc.coopmiropio@libero.it;805306116;;
SANTA MARIA DI LEUCA (Istituto Figlie di Santa Maria di Leuca);asilo;Asilo;VIA CAMILLO ROSALBA 42;Bari;barismleuca@gmail.com;805613282;41.0831168;16.8528798
DI CAGNO ABBRESCIA / CRESCIABARI;Asilo Nido Di Cagno Abbrescia;Asilo;Corso Alcide De Gasperi 320;Bari;scuoladicagnoabbrescia@gmail.com;802022717;41.0928916;16.8690249
BABY CLUB;Asilo Nido Baby Club;Asilo;Via Gaetano Devitofrancesco 2/N20;Bari;babyclub@spazioinfanzia.it;805561750;41.1145544;16.8664186
COMETE’ SOC. COOP. SOC.;asilo;Asilo;Via Beata Elia di San Clemente, 235 - Vico I Sant'Antonio, 3;Bari;info@come-te.net;080 5749357 ;;
SCUOLA DEI FIORI;Asilo Nido Scuola dei fiori Società Cooerativa Sociale;Asilo;Viale Domenico Cotugno 2/4 - 70124 Bari;Bari;segreteria@scuoladeifiori.it;805618573;41.1073047;16.8563734
SIMPATICHE CANAGLIE;Asilo Nido;Asilo;via F. Campione 27;Bari;simpatichecanaglie.bari@hotmail.it;080/5566210;;
FLY FAMILY c/o Aeroporto di Bari Palese;Asilo Nido;Infanzia;viale enzo ferrari;Bari;fly@cooporlando.it;805316161;41.1358962;16.7737911
OHANA Asilo Nido;asilo;Asilo;VIA DOMENICO MOREA, 10;Bari;segreteria.ohana@virgilio.it;805799164;41.1024668;16.8700888
OPERA PIA ARCICONFRATERNITA MARIA SS. DEL CARMINE ETS APS;Polo Infanzia Opera Pia Carmine ;Asilo;Strada Carmine 11;Bari;presidenzaoperapiacarmine@gmail.com;3939321744;41.129542;16.8692317
AGRIBIOSCUOLA Villa Dei Cedri;Agribioscuola Villa dei Cedri;Infanzia;Corso Alcide De Gasperi 378;Bari;scuolavilladeicedri@gmail.com;805650737;41.0928916;16.8690249
ALADDIN SOC. COOP. SOCIALE A R.L. CRESCERE INSIEME;ALADDIN;Infanzia;VIA CANONICO ANNIBALE MARIA DI FRANCIA, 4;Bari;coopsoccrescereinsieme@gmail.com;338.98.54.252;41.112134;16.8784189
PIETRO ALBEROTANZA SUORE MINIME DELLA PASSIONE;Infanzia;Infanzia;TRAV.2^ VIA UMBRIA 5;Bari;segreteria@istitutoalberotanza.it;080-5371048;;
BABY CLUB - SPAZIO INFANZIA;Scuola dell'Infanzia paritaria;Infanzia;Via Gaetano Devitofrancesco 2/N20;Bari;babyclub@spazioinfanzia.it;805561750;41.1145544;16.8664186
BEATA MARIA DE MATTIAS;infanzia;Infanzia;via G. De Marinis, 92/94;Bari;demattias-scuola@libero.it;805650361;;
COMETE' - SOC. COOPERATIVA SOC. - ETS;Cometè;Infanzia;Via Beata Elia di San Clemente, 235;Bari;info@come-te.net;080 5749357;41.1190488;16.865823
DI CAGNO ABBRESCIA / CRESCIABARI;Scuola dell'Infanzia paritaria Di Cagno Abbrescia;Infanzia;Corso Alcide De Gasperi 320;Bari;scuoladicagnoabbrescia@gmail.com;802022717;41.0928916;16.8690249
FILIPPO SMALDONE CONGR. S. SALESIANE SACRI CUORI;Scuola dell'Infanzia Paritaria;Infanzia;Strada San Giacomo 2;Bari;direzione@smaldonebari.it;805214979;41.1281531;16.8680579
FLY FAMILY SOC. COOP. SOC. ORLANDO;FLY FAMILY;Asilo;viale enzo ferrari;Bari;fly@cooporlando.it;805316161;41.1358962;16.7737911
GIARDINO DEI BIMBI SOC COOP SOC;infanzia;Infanzia;Via G. Amendola 197/F;Bari;giardino.deibimbi@libero.it;080/5484999;41.0461219;16.8229871
HEIDI;infanzia;Infanzia;piazza Garibaldi 18;Bari;monica_papadia@libero.it;805217181;40.7954765;16.7562986
IL GIARDINO DELLE RONDINI;Istituto Opera Pia Maria SS Del Carmine;Infanzia;Via Carmine,11;Bari;scuola@operapiacarmine.it;3939321744;41.0820603;16.7802889
IL GIRASOLE SOC. COOP. SOC.;infanzia;Infanzia;CORSO ALCIDE DE GASPERI 294;Bari;scuolailgirasole@yahoo.it;080/5491433;41.0928916;16.8690249
ISTITUTO SS.ROSARIO;Infanzia;Infanzia;VIA PUTIGNANI, 244;Bari;scuolaparitaria@istitutosantissimorosario.it;808416820;41.1230819;16.864942
L’ALBERO AZZURRO SOC. COOP. SOCIALE;SCUOLA DELL'INFANZIA PARITARIA L'ALBERO AZZURRO;Infanzia;Via Santi Cirillo e Metodio, 7;Bari;lalbero.azzurro@libero.it;805616361;41.0965427;16.8588334
L'ISOLA CHE NON C'E' SOC. COOP. SOCIALE A R.L. CRESCERE INSIEME;infanzia;Infanzia;CORSO DE GASPERI, 389;Bari;coopsoccrescereinsieme@gmail.com;338.98.54.252;41.0928916;16.8690249
Madre CLELIA MERLONI;Istituto MADRE CLELIA MERLONI;Infanzia;VIA MADRE CLELIA MERLONI,3;Bari;direzione@merlonibari.it;805534975;41.1133875;16.8896868
ISTITUTO MARGHERITA CONGR. SUORE CAPITANIO E GEROSA;Infanzia;Infanzia;C.SO B.CROCE, 267;Bari;segreteria@istitutomargherita.it;080 5968811;;
MONSIGNOR SANNA;infanzia;Infanzia;VIALE DELL'ACACIA, 29;Bari;mons.sannascuoladinfanzia@hotmail.com;080.53.00.160;41.1573863;16.7684374
NEW SNOOPY SOC. COOP. SOC.;infanzia;Infanzia;Via M. Garruba 108;Bari;scuolanewsnoopy@gmail.com;805213395;;
PARCO FIABE – ISTITUTO SAN PASQUALE;infanzia;Infanzia;STRADA SAN PASQUALE, 1;Bari;direzione@gruppoeducom.it;3939899308;41.1079488;16.8866684
PARCO FIABE – ISTITUTO SICILIANI;infanzia;Infanzia;VIA TOMMASO SICILIANI, 19;Bari;direzione@gruppoeducom.it;3939899308;;
PINUCCIA MODUGNO;infanzia;Infanzia;corso De Tullio,4;Bari;scuolapinucciamodugno@gmail.com;805235846;41.131402;16.8680596
PREZ.MO SANGUE;infanzia;Infanzia;VIA SCIPIONE l?AFRICANO 272;Bari;ips-scuola@libero.it;805425745;41.1113292;16.8643652
SCUOLA DEI FIORI;Scuola dei Fiori Società Cooperativa Sociale;Infanzia;Viale Domenico Cotugno 2/4;Bari;segreteria@scuoladeifiori.it;805618573;41.1073047;16.8563734
PINOCCHIO;infanzia;Infanzia; VIA MALTA, 7/A -7/B;Bari;pinocchio@scuoledinfanzia.it;805336001;41.1221486;16.8534777
SNUPY;infanzia;Infanzia;VIA VACCARELLA 53;Bari;scuolamaternasnupy@libero.it;3896864281;41.0960175;16.8675526
ALBEROTANZA;Scuola Primaria;Primaria;TRAV.2^ VIA UMBRIA 5;Bari;segreteria@istitutoalberotanza.it;805371048;;
BEATA MARIA DE MATTIAS;primaria;Primaria;via G. De Marinis, 92/94;Bari;demattias-scuola@libero.it;805650361;;
CLELIA MERLONI;MADRE CLELIA MERLONI;Primaria;VIA MADRE CLELIA MERLONI,3;Bari;direzione@merlonibari.it;805534975;41.1133875;16.8896868
MARGHERITA;Primaria;Primaria;C.SO B.CROCE, 267;Bari;segreteria@istitutomargherita.it;080 5968811;;
PARCO DELLE FIABE;Primaria;Primaria;VIA GIUSEPPE FANELLI, 265;Bari;scuolainternazionale@gruppoeducom.it;3939899308;41.0916051;16.8836475
PREZ.MO SANGUE;primaria;Primaria;VIA SCIPIONE l?AFRICANO 272;Bari;ips-scuola@libero.it;805425745;41.1113292;16.8643652
SS.ROSARIO;Primaria;Primaria;VIA PUTIGNANI, 244;Bari;scuolaparitaria@istitutosantissimorosario.it;808416820;41.1230819;16.864942
MARGHERITA;MARGHERITA;Secondaria I Grado;C.SO B.CROCE, 267;Bari;segreteria@istitutomargherita.it;080 5968811;;
PREZ.MO SANGUE;PREZ.MO SANGUE;Secondaria I Grado;VIA SCIPIONE l?AFRICANO 272;Bari;ips-scuola@libero.it;805425745;41.1113292;16.8643652
SCUOLA MEDIA INTERNAZIONALE;SCUOLA MEDIA INTERNAZIONALE;Secondaria I Grado;VIA GIUSEPPE FANELLI, 265;Bari;scuolainternazionale@gruppoeducom.it;3939899308;41.0916051;16.8836475
NOBEL;NOBEL;Secondaria II Grado;Via dei Bersaglieri 11;Bari;nobelbari@gmail.com;805648865;;
ISTITUTUI PARITARI ALESSANDRO VOLTA - I.T.E.A.F.M.;ISTITUTUI PARITARI ALESSANDRO VOLTA - I.T.E.A.F.M.;Secondaria II Grado;Via Giustino Fortunato 8/m;Bari;segreteria@avolta.it;805026453;41.1042474;16.8804242
CITTA DELLA DELLA FORMAZIONE  (c/o Ist. Di Cagno Abbescia);CITTA DELLA DELLA FORMAZIONE  (c/o Ist. Di Cagno Abbescia);Secondaria II Grado;Corso Alcide De Gasperi 320;Bari;liceo@unicdf.it;805236636;41.0928916;16.8690249
MICHELANGELO (Istituto Comprensivo);KENNEDY;Infanzia;VIALE KENNEDY, 46;Bari;baic8ae00d@istruzione.it;805014732;40.9707515;16.5710083
ELEONORA DUSE (Istituto Comprensivo);Marconi;Infanzia;VIA DEL FARO 8/A;Bari;baic816009@istruzione.it;805344848;41.1375669;16.8443819
IPSIA SANTARELLA - DE LILLA;SEDE SUCCURSALE - VIA G. ROCCA;Secondaria II Grado;Via Rocca, 9;Bari;bari130007@istruzione.it;809905355;41.0477467;16.91974
MIROPIO';Asilo;Asilo;Via Del Quadrifoglio 14;Bari;soc.coopmiropio@libero.it;805306116;;
